Title,Summary,Link,Author,Published Date,Published Time
47 witnesses lined up in Adam Radlan case,KUALA LUMPUR: The prosecution plans to call 47 witnesses in the corruption and money laundering case of Segambut Bersatu deputy division chief Adam Radlan Adam Muhammad which is related to the Jana Wibawa programme.,https://www.thestar.com.my/news/nation/2024/02/17/47-witnesses-lined-up-in-adam-radlan-case,N/A,17 Feb 2024,07:00 AM
Enabling collaboration,Letter: From PROF MUSHTAK AL-ATABI Provost and chief executive officer Heriot-Watt University Malaysia; Chairman  Vice Chancellors’ Council for Private Universities,https://www.thestar.com.my/news/education/2024/02/18/enabling-collaboration,N/A,18 Feb 2024,07:00 AM
Everyone to empower Syariah courts but do not hurt feelings of non-Muslims,"KUALA LUMPUR: The National Syariah Judiciary Committee under the National Council for Islamic Religious Affairs (MKI) has been told to engage with all ulamas, including those affiliated with the opposition, says Prime Minister Datuk Seri Anwar Ibrahim.",https://www.thestar.com.my/news/nation/2024/02/18/everyone-to-empower-syariah-courts-regardless-of-political-affiliation-says-anwar,Zakiah Koya,18 Feb 2024,02:44 PM
"More than 40 police reports lodged over DD Chronicle's parody video, says IGP","KUALA LUMPUR: A total of 49 police reports have been lodged as of Saturday (Feb 17) against social media influencer DD Chronicle for allegedly mocking the Federal Court's ruling on the Kelantan syariah enactment through a parody video, says Tan Sri Razarudin Husain.",https://www.thestar.com.my/news/nation/2024/02/18/more-than-40-police-reports-lodged-over-dd-chronicle039s-parody-video-says-igp,N/A,18 Feb 2024,04:16 PM
March 13 hearing for Na'imah's bid to regain passport,"KUALA LUMPUR: The High Court has fixed March 13 to hear a revision application by Toh Puan Na'imah Abdul Khalid, wife of former finance minister Tun Daim Zainuddin, against a Sessions Court's decision to impound her passport.",https://www.thestar.com.my/news/nation/2024/02/19/march-13-hearing-for-na039imah039s-bid-to-regain-passport,Nurbaiti Hamdan,19 Feb 2024,12:01 PM
High Court sets March 4 to hear AG's bid to cite Isham Jalil for contempt,KUALA LUMPUR: The Attorney General's (AG) application to the High Court for leave to initiate committal proceedings against former Umno supreme council member Isham Jalil for contempt of court will be heard on March 4.,https://www.thestar.com.my/news/nation/2024/02/19/high-court-sets-march-4-to-hear-ag039s-bid-to-cite-isham-jalil-for-contempt,N/A,19 Feb 2024,05:29 PM
"1MDB: Banking documents not shared with defence as they were not relevant to case, says witness",KUALA LUMPUR: A Senior Superintendent of the Malaysian Anti-Corruption Commission (MACC) told the High Court that she did not hand over some banking documents obtained from two countries to Datuk Seri Najib Razak's defence team as they were not relevant to the case.,https://www.thestar.com.my/news/nation/2024/02/19/1mdb-banking-documents-not-shared-with-defence-as-they-were-not-relevant-to-case-says-witness,Santhakumar A L,19 Feb 2024,06:11 PM
Former Air Putih assemblyman acquitted of molesting friend's wife,KUALA LUMPUR: The Ampang Magistrate’s Court acquitted and freed former Air Putih assemblyman Datuk Wan Ahmad Nizam Wan Abdul Hamid from charges of molesting his friend’s wife four years ago.,https://www.thestar.com.my/news/nation/2024/02/19/former-air-putih-assemblyman-acquitted-of-molesting-friend039s-wife,Santhakumar A L,19 Feb 2024,07:16 PM
"1MDB trial: Not all documents obtained from foreign countries handed over to defence team, court told",KUALA LUMPUR: The High Court was told that not all documents obtained by the prosecution from foreign countries during the 1Malaysia Development Bhd (1MDB) investigation were turned over to Datuk Seri Najib Razak's defence team.,https://www.thestar.com.my/news/nation/2024/02/19/1mdb-trial-not-all-documents-obtained-from-foreign-countries-handed-over-to-defence-team-court-told,Nurbaiti Hamdan,19 Feb 2024,07:15 PM
Three siblings claim trial in Ipoh for illegally accepting RM5.6mil in deposits,IPOH: Three siblings claimed trial at the Sessions Court here to 19 counts of accepting deposits totalling RM5.6mil without having a valid licence.,https://www.thestar.com.my/news/nation/2024/02/20/three-siblings-claim-trial-in-ipoh-for-illegally-accepting-rm56mil-in-deposits,Manjit Kaur,20 Feb 2024,04:40 PM
"Engineer fined RM1,500 for obstructing policeman","KUALA LUMPUR: An engineer was fined RM1,500 by the Magistrate's Court here, on Tuesday, for obstructing a police officer from carrying out his duties and uttering provocative words, three days ago.",https://www.thestar.com.my/news/nation/2024/02/20/engineer-fined-rm1500-for-obstructing-policeman,N/A,20 Feb 2024,08:11 PM
"Former manager charged with money laundering involving RM40,000","KUALA LUMPUR: A former property manager pleaded not guilty in the Sessions Court to a charge of transferring RM40,000 in proceeds from unlawful activities into his personal bank account three years ago.",https://www.thestar.com.my/news/nation/2024/02/21/former-manager-charged-with-money-laundering-involving-rm40000,Santhakumar A L,21 Feb 2024,02:52 PM
"RM7.6mil in drugs seized, trafficking ring busted in Cheras raids",KUALA LUMPUR: Some RM7.6mil worth of drugs have been seized following raids at luxury condominiums in Cheras.,https://www.thestar.com.my/news/nation/2024/02/21/rm76mil-in-drugs-seized-trafficking-ring-busted-in-cheras-raids,Farik Zolkepli,21 Feb 2024,04:04 PM
'Too many guns for one target': Cops zeroing in on Israeli's real motive,"KUALA LUMPUR: Bukit Aman has not ruled out the possibility that Israeli Shalom Avitan was planning an attack here, says Tan Sri Razarudin Husain.",https://www.thestar.com.my/news/nation/2024/04/02/too-many-guns-for-one-target039-cops-zeroing-in-on-israeli039s-real-motive-here,Farik Zolkepli,2 Apr 2024,05:54 PM
Kinta District MCFP urges end to boycott calls and criminal acts against KK Super Mart,"IPOH: The Kinta District Malaysian Crime Prevention Foundation (MCPF) has come forward to show its support for KK Super Mart convenience stores, which were recently involved in the controversial socks issues.",https://www.thestar.com.my/news/nation/2024/04/06/kinta-district-mcfp-urges-end-to-boycott-calls-and-criminal-acts-against-kk-super-mart,Manjit Kaur,6 Apr 2024,12:33 PM
Gaza —  warmongering and genocide,"Today, Israel is trying to prove that the world is but her stage. Since Oct 7, Israel has killed thousands of innocent Palestinians under the guise of war. There is no moral justification for this war.",https://www.thestar.com.my/business/business-news/2024/04/23/gaza----warmongering-and-genocide,Datuk Seri Dr Shafiq Sit,23 Apr 2024,07:00 AM
Asean news headlines as at 9pm on Tuesday (April 23),News highlights from the Asean Plus section on Tuesday (April 23),https://www.thestar.com.my/aseanplus/aseanplus-news/2024/04/23/asean-news-headlines-as-at-9pm-on-tuesday-april-23,N/A,23 Apr 2024,09:43 PM
"Cambodia, Laos vow to boost bilateral ties, regional cooperation","PHNOM PENH: Cambodia and Laos on Tuesday (April 23) vowed to boost their bilateral relations and regional cooperation for the benefit of the two countries and peoples, said a news release from the Cambodian prime minister's spokesperson unit.",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/04/24/cambodia-laos-vow-to-boost-bilateral-ties-regional-cooperation,N/A,24 Apr 2024,12:25 PM
"Dr M among those under MACC probe for asset declaration, says Azam Baki","PETALING JAYA: Tun Dr Mahathir Mohamad is among those investigated regarding asset declarations, says Tan Sri Azam Baki.",https://www.thestar.com.my/news/nation/2024/04/25/dr-m-among-those-under-macc-probe-for-asset-declaration-says-azam-baki,N/A,25 Apr 2024,03:04 PM
"More arrests to follow in false claims probe involving MB's son, says MACC chief","GUA MUSANG: The Malaysian Anti-Corruption Commission (MACC) will make several more arrests in connection with the case involving a mentri besar's son to assist in the probe into the RM600,000 falsified claims case.",https://www.thestar.com.my/news/nation/2024/04/25/more-arrests-to-follow-in-false-claims-probe-involving-mb039s-son-says-macc-chief,Santhakumar A L,25 Apr 2024,04:39 PM
"Cambodia and Laos vow to boost bilateral ties, regional cooperation","Cambodia and Laos have vowed to boost their bilateral relations and regional cooperation for the benefit of the two countries and peoples, said a news release from the Cambodian prime minister's spokesperson unit.",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/04/25/cambodia-and-laos-vow-to-boost-bilateral-ties-regional-cooperation,N/A,25 Apr 2024,06:16 PM
"Asean News Headlines at 10pm on Thursday (April 25, 2024)","Here's a look at the news highlights from Asean countries in the Star-AseanPlus section for Thursday (April 25, 2024)",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/04/25/asean-news-headlines-at-10pm-on-thursday-april-25-2024,S. Navalan,25 Apr 2024,09:16 PM
Husband denies murder bid,SEPANG: The manager of a tour agency company pleaded not guilty at the Sessions Court here yesterday to charges of attempting to murder his wife and causing injury to her bodyguard.,https://www.thestar.com.my/news/nation/2024/04/26/husband-denies-murder-bid,N/A,26 Apr 2024,07:00 AM
Customs expanding K9 unit to curb drug smuggling via courier,NILAI: Customs will get another 20 sniffer dogs in June to stem drug smuggling using courier services.,https://www.thestar.com.my/news/nation/2024/04/26/customs-expanding-k9-unit-to-curb-drug-smuggling-via-courier,Sarban Singh,26 Apr 2024,02:00 PM
Crackhouse Comedy Club: KL High Court to hear application for review of ban on May 23,KUALA LUMPUR: The High Court here has fixed May 23 for hearing in a leave application to initiate judicial review by the two owners of Crackhouse Comedy Club.,https://www.thestar.com.my/news/nation/2023/01/26/crackhouse-comedy-club-kl-high-court-to-hear-application-for-review-of-ban-on-may-23,Nurbaiti Hamdan,26 Jan 2023,03:53 PM
"Cops bust two drug syndicates in KL, five arrested","KUALA LUMPUR: Two drug trafficking syndicates have been crippled with the arrests of five men and seizures of more than RM200,000 worth of drugs.",https://www.thestar.com.my/news/nation/2023/01/27/cops-bust-two-drug-syndicates-in-kl-five-arrested,Farik Zolkepli,27 Jan 2023,05:28 PM
Jana Wibawa: Adam Radlan's graft case transferred to KL court,"SHAH ALAM: The case of businessman Adam Radlan Adam Muhammad who is facing two counts of accepting bribes amounting to RM2mil and RM2.1mil respectively in relation to Jana Wibawa project, has been transferred to the Kuala Lumpur Sessions Court.",https://www.thestar.com.my/news/nation/2023/04/14/jana-wibawa-adam-radlan039s-graft-case-transferred-to-kl-court,Santhakumar A L,14 Apr 2023,02:42 PM
RM4.5mil worth of drugs seized in Klang Valley,KUALA LUMPUR: Some RM4.5mil worth of drugs have been seized following raids in the Klang Valley.,https://www.thestar.com.my/news/nation/2023/04/18/rm45mil-worth-of-drugs-seized-in-klang-valley,Farik Zolkepli,18 Apr 2023,12:08 PM
Indonesian woman rescued from suspected exploitation in Port Dickson,"SEREMBAN: An Indonesian domestic helper, believed to be a victim of exploitation, was rescued by the Negri Sembilan Labour Department at a house in Port Dickson.",https://www.thestar.com.my/news/nation/2023/04/19/indonesian-woman-rescued-from-suspected-exploitation-in-port-dickson,N/A,19 Apr 2023,08:41 PM
Four held for selling ganja on Telegram,KUALA LUMPUR: A woman was among four people nabbed by police at a condominium in Sungai Besi here last Monday (April 17) on suspicion of using the Telegram application to peddle drugs.,https://www.thestar.com.my/news/nation/2023/04/20/four-held-for-selling-ganja-on-telegram,Santhakumar A L,20 Apr 2023,04:56 PM
"Sulu heirs can’t rely on sham award, says Azalina over landmark victory","PETALING JAYA: Malaysia has secured a landmark victory in the Paris Court of Appeal against the self-claimed heirs of the defunct Sulu Sultanate, says Datuk Seri Azalina Othman Said.",https://www.thestar.com.my/news/nation/2023/06/06/sulu-heirs-cant-rely-on-sham-award-says-azalina-over-landmark-victory,Mahadhir Monihuldin,6 June 2023,10:52 PM
Sulu claimants’ award thrown out by Paris Appeals Court,PETALING JAYA: Malaysia secured a landmark victory against the purported heirs of the long-defunct Sultanate of Sulu at the Paris Court of Appeal.,https://www.thestar.com.my/news/nation/2023/06/07/sulu-claimants-award-thrown-out-by-paris-appeals-court,"Muguntan Vanar, Mahadhir Monihuldin Newsdesk Thestar.Com.My",7 June 2023,07:00 AM
KL cops bust syndicate that stored drugs in luxury condos,"KUALA LUMPUR: More than RM600,000 worth of drugs was seized in raids at luxury condominiums in Cheras and Semenyih.",https://www.thestar.com.my/news/nation/2023/08/14/kl-cops-bust-syndicate-that-stored-drugs-in-luxury-condos,Farik Zolkepli,14 Aug 2023,11:17 AM
"MH122 incident: Passenger arrested by Aussie cops, to be charged",PETALING JAYA: The Australian Federal Police have arrested a passenger on the Kuala Lumpur-bound Malaysia Airlines flight MH122 which had to return to Sydney on Monday (Aug 14) after an emergency incident.,https://www.thestar.com.my/news/nation/2023/08/14/mh122-incident-passenger-arrested-by-aussie-cops-to-be-charged,Ragananthini Vethasalam,14 Aug 2023,05:59 PM
15 nabbed for pilfering PETRONAS diesel,KUALA LUMPUR: Police have arrested 15 men for illegally selling PETRONAS diesel following raids in six states.,https://www.thestar.com.my/news/nation/2023/08/24/15-nabbed-for-pilfering-petronas-diesel,Farik Zolkepli,24 Aug 2023,10:45 AM
"Triple murder in KL shophouse: Parents arrested, two more suspects on the run",KUALA LUMPUR: A gruesome discovery was made by police responding to a fight here after three foreigners were found bound and murdered.,https://www.thestar.com.my/news/nation/2023/09/23/triple-murder-in-kl-shophouse-parents-arrested-two-more-suspects-on-the-run,Justin Zack,23 Sept 2023,03:25 PM
"No investigation into vape-in-Parliament allegation, says KL police chief",KUALA LUMPUR: No investigation has been opened at this point linked to a report lodged by Tanah Merah MP Datuk Seri Ikmal Hisham Abdul Aziz over a photo that allegedly showed him vaping in Parliament.,https://www.thestar.com.my/news/nation/2023/09/23/no-investigation-into-vape-in-parliament-allegation-says-kl-police-chief,Justin Zack,23 Sept 2023,03:47 PM
